"","site_code","Taxon","mean.after.control","mean.after.drought","after.cover.response","mean.after.control.0","mean.after.drought.0","after.cover.response.0","mean.before.control","mean.before.drought","before.cover.response","mean.before.control.0","mean.before.drought.0","before.cover.response.0","cover.change"
"498","jorndrt.us","CHONDROSUM ERIOPODUM",31.6666666666667,27.3333333333333,-4.33333333333334,31.6666666666667,27.3333333333333,-4.33333333333334,39.3333333333333,29.6666666666667,-9.66666666666667,39.3333333333333,29.6666666666667,-9.66666666666667,5.33333333333333
"499","jorndrt.us","KRAMERIA LANCEOLATA",NA,2.6,NA,0,2.6,2.6,NA,7,NA,0,7,7,-4.4
"500","jorndrt.us","PROSOPIS GLANDULOSA",7.33333333333333,3.33333333333333,-4,7.33333333333333,3.33333333333333,-4,8,4,-4,8,4,-4,4.44089209850063e-16
"501","jorndrt.us","SENNA BAUHINIOIDES",0.2,1.25,1.05,0.2,1.25,1.05,0.75,1,0.25,0.75,1,0.25,0.8
"502","jorndrt.us","SPOROBOLUS FLEXUOSUS",1.65,12,10.35,1.65,12,10.35,1,NA,NA,1,0,-1,11.35
"503","jrnchi.us","ACOURTIA NANA",1.1698078,0.6207045,-0.5491033,1.1698078,0.6207045,-0.5491033,0.9663452,2.4220811,1.4557359,0.9663452,2.4220811,1.4557359,-2.0048392
"504","jrnchi.us","ARISTIDA PURPUREA",1.0141988,NA,NA,1.0141988,0,-1.0141988,2.6915114,0.6081433,-2.0833681,2.6915114,0.6081433,-2.0833681,1.0691693
"505","jrnchi.us","CHONDROSUM ERIOPODUM",4.50248912,0.781912216666667,-3.72057690333333,4.50248912,0.781912216666667,-3.72057690333333,14.49760331,15.41230289,0.914699580000001,14.49760331,15.41230289,0.914699580000001,-4.63527648333333
"506","jrnchi.us","CROTON POTTSII",2.71429473333333,1.746526875,-0.967767858333333,2.71429473333333,1.746526875,-0.967767858333333,4.85079431428571,2.41631066666667,-2.43448364761905,4.85079431428571,2.41631066666667,-2.43448364761905,1.46671578928571
"507","jrnchi.us","ERIOGONUM ANNUUM",0.4830918,NA,NA,0.4830918,0,-0.4830918,1.3568186,0.85997535,-0.49684325,1.3568186,0.85997535,-0.49684325,0.0137514499999999
"508","jrnchi.us","GUTIERREZIA SAROTHRAE",NA,2.4305556,NA,0,2.4305556,2.4305556,NA,1.44816085,NA,0,1.44816085,1.44816085,0.98239475
"509","jrnchi.us","PHYSALIS HEDERIFOLIA",0.44768225,0.0687285,-0.37895375,0.44768225,0.0687285,-0.37895375,0.69929288,0.41075845,-0.28853443,0.69929288,0.41075845,-0.28853443,-0.09041932
"510","jrnchi.us","PROSOPIS GLANDULOSA",23.87850584,25.76329583,1.88478999,23.87850584,25.76329583,1.88478999,19.93100379,20.85139756,0.92039377,19.93100379,20.85139756,0.92039377,0.964396220000001
"511","jrnchi.us","SENNA BAUHINIOIDES",NA,0.5442177,NA,0,0.5442177,0.5442177,NA,0.832799533333333,NA,0,0.832799533333333,0.832799533333333,-0.288581833333333
"512","jrnchi.us","SOLANUM ELAEAGNIFOLIUM",0.210084,NA,NA,0.210084,0,-0.210084,0.1380262,NA,NA,0.1380262,0,-0.1380262,-0.0720578
"513","jrnchi.us","ZINNIA GRANDIFLORA",0.8403361,NA,NA,0.8403361,0,-0.8403361,0.8350731,NA,NA,0.8350731,0,-0.8350731,-0.00526300000000002
"514","kernb.ca","ACHILLEA MILLEFOLIUM",1.33333333333333,2.66666666666667,1.33333333333333,1.33333333333333,2.66666666666667,1.33333333333333,1,2,1,1,2,1,0.333333333333333
"515","kernb.ca","AGROSTIS SCABRA",3,1.33333333333333,-1.66666666666667,3,1.33333333333333,-1.66666666666667,3.5,2.33333333333333,-1.16666666666667,3.5,2.33333333333333,-1.16666666666667,-0.5
"516","kernb.ca","ANDROSACE SEPTENTRIONALIS",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"517","kernb.ca","ANEMONE PATENS",0.75,NA,NA,0.75,0,-0.75,1.25,NA,NA,1.25,0,-1.25,0.5
"518","kernb.ca","ARTEMISIA ABSINTHIUM",3,NA,NA,3,0,-3,0.5,NA,NA,0.5,0,-0.5,-2.5
"519","kernb.ca","ARTEMISIA FRIGIDA",32,6.66666666666667,-25.3333333333333,32,6.66666666666667,-25.3333333333333,2.16666666666667,0.5,-1.66666666666667,2.16666666666667,0.5,-1.66666666666667,-23.6666666666667
"520","kernb.ca","ARTEMISIA LUDOVICIANA",1,3,2,1,3,2,1,12.5,11.5,1,12.5,11.5,-9.5
"521","kernb.ca","ASTRAGALUS FLEXUOSUS",NA,4,NA,0,4,4,NA,2,NA,0,2,2,2
"522","kernb.ca","CAMPANULA ROTUNDIFOLIA",NA,0.5,NA,0,0.5,0.5,NA,1,NA,0,1,1,-0.5
"523","kernb.ca","CERASTIUM ARVENSE",2.5,1.25,-1.25,2.5,1.25,-1.25,2,0.5,-1.5,2,0.5,-1.5,0.25
"524","kernb.ca","ELYMUS TRACHYCAULUS",0.5,7,6.5,0.5,7,6.5,0.5,3,2.5,0.5,3,2.5,4
"525","kernb.ca","FESTUCA ALTAICA",9,22.3333333333333,13.3333333333333,9,22.3333333333333,13.3333333333333,10.3333333333333,6.33333333333333,-4,10.3333333333333,6.33333333333333,-4,17.3333333333333
"526","kernb.ca","GALIUM BOREALE",8,0.5,-7.5,8,0.5,-7.5,5,NA,NA,5,0,-5,-2.5
"527","kernb.ca","LACTUCA TATARICA",2,1.25,-0.75,2,1.25,-0.75,0.5,2,1.5,0.5,2,1.5,-2.25
"528","kernb.ca","MUHLENBERGIA RICHARDSONIS",3,NA,NA,3,0,-3,2,NA,NA,2,0,-2,-1
"529","kernb.ca","POA PRATENSIS",22.6666666666667,18.3333333333333,-4.33333333333334,22.6666666666667,18.3333333333333,-4.33333333333334,NA,5.25,NA,0,5.25,5.25,-9.58333333333334
"530","kernb.ca","ROSA ARKANSANA",1,5.66666666666667,4.66666666666667,1,5.66666666666667,4.66666666666667,0.75,2.5,1.75,0.75,2.5,1.75,2.91666666666667
"531","kernb.ca","SOLIDAGO MISSOURIENSIS",0.75,1,0.25,0.75,1,0.25,0.5,NA,NA,0.5,0,-0.5,0.75
"532","kernb.ca","SONCHUS ARVENSIS",1,1.25,0.25,1,1.25,0.25,1.5,0.833333333333333,-0.666666666666667,1.5,0.833333333333333,-0.666666666666667,0.916666666666667
"533","kernb.ca","STIPA CURTISETA",2.33333333333333,1,-1.33333333333333,2.33333333333333,1,-1.33333333333333,6.5,0.5,-6,6.5,0.5,-6,4.66666666666667
"534","kernb.ca","SYMPHYOTRICHUM ERICOIDES",5,2,-3,5,2,-3,2,0.5,-1.5,2,0.5,-1.5,-1.5
"535","kernb.ca","TARAXACUM TARAXACUM",0.833333333333333,0.5,-0.333333333333333,0.833333333333333,0.5,-0.333333333333333,0.666666666666667,1,0.333333333333333,0.666666666666667,1,0.333333333333333,-0.666666666666667
"536","kernb.ca","VICIA AMERICANA",0.5,1,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0,0.5
"537","kernnu.ca","ACHILLEA MILLEFOLIUM",0.5,NA,NA,0.5,0,-0.5,0.5,NA,NA,0.5,0,-0.5,0
"538","kernnu.ca","ARTEMISIA FRIGIDA",2,NA,NA,2,0,-2,2,NA,NA,2,0,-2,0
"539","kernnu.ca","ARTEMISIA LUDOVICIANA",0.75,3,2.25,0.75,3,2.25,1,2,1,1,2,1,1.25
"540","kernnu.ca","ASTRAGALUS FLEXUOSUS",NA,0.833333333333333,NA,0,0.833333333333333,0.833333333333333,NA,0.5,NA,0,0.5,0.5,0.333333333333333
"541","kernnu.ca","CAMPANULA ROTUNDIFOLIA",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"542","kernnu.ca","CERASTIUM ARVENSE",0.5,0.75,0.25,0.5,0.75,0.25,NA,0.5,NA,0,0.5,0.5,-0.25
"543","kernnu.ca","CIRSIUM ARVENSE",2.66666666666667,0.75,-1.91666666666667,2.66666666666667,0.75,-1.91666666666667,1.5,2.66666666666667,1.16666666666667,1.5,2.66666666666667,1.16666666666667,-3.08333333333333
"544","kernnu.ca","ELYMUS TRACHYCAULUS",3.25,1.83333333333333,-1.41666666666667,3.25,1.83333333333333,-1.41666666666667,0.833333333333333,3,2.16666666666667,0.833333333333333,3,2.16666666666667,-3.58333333333333
"545","kernnu.ca","FESTUCA ALTAICA",48.3333333333333,28.3333333333333,-20,48.3333333333333,28.3333333333333,-20,10.3333333333333,11,0.666666666666666,10.3333333333333,11,0.666666666666666,-20.6666666666667
"546","kernnu.ca","GALIUM BOREALE",1,8,7,1,8,7,2,8,6,2,8,6,1
"547","kernnu.ca","LACTUCA TATARICA",0.75,NA,NA,0.75,0,-0.75,1,NA,NA,1,0,-1,0.25
"548","kernnu.ca","POA PRATENSIS",10,5,-5,10,5,-5,NA,0.5,NA,0,0.5,0.5,-5.5
"549","kernnu.ca","ROSA ARKANSANA",1,9.25,8.25,1,9.25,8.25,1,2.5,1.5,1,2.5,1.5,6.75
"550","kernnu.ca","SOLIDAGO MISSOURIENSIS",0.5,NA,NA,0.5,0,-0.5,0.5,NA,NA,0.5,0,-0.5,0
"551","kernnu.ca","SONCHUS ARVENSIS",14,7.16666666666667,-6.83333333333333,14,7.16666666666667,-6.83333333333333,1.16666666666667,2,0.833333333333333,1.16666666666667,2,0.833333333333333,-7.66666666666667
"552","kernnu.ca","STIPA CURTISETA",1,6,5,1,6,5,3.16666666666667,2.83333333333333,-0.333333333333333,3.16666666666667,2.83333333333333,-0.333333333333333,5.33333333333333
"553","kernnu.ca","SYMPHYOTRICHUM ERICOIDES",2,NA,NA,2,0,-2,1,NA,NA,1,0,-1,-1
"554","kernnu.ca","TARAXACUM TARAXACUM",1,1.16666666666667,0.166666666666667,1,1.16666666666667,0.166666666666667,1.16666666666667,1.16666666666667,0,1.16666666666667,1.16666666666667,0,0.166666666666667
"555","kernnu.ca","VICIA AMERICANA",0.666666666666667,1,0.333333333333333,0.666666666666667,1,0.333333333333333,0.5,NA,NA,0.5,0,-0.5,0.833333333333333
"556","kiskun.hu","ARENARIA SERPYLLIFOLIA",0.01,0.01,0,0.01,0.01,0,0.505,NA,NA,0.505,0,-0.505,0.505
"557","kiskun.hu","ARTEMISIA CAMPESTRIS",7,3,-4,7,3,-4,5.25,2.25,-3,5.25,2.25,-3,-1
"558","kiskun.hu","BASSIA LANIFLORA",0.125,0.0575,-0.0675,0.125,0.0575,-0.0675,1.45,0.5525,-0.8975,1.45,0.5525,-0.8975,0.83
"559","kiskun.hu","CAREX LIPAROCARPOS",NA,0.5,NA,0,0.5,0.5,NA,1,NA,0,1,1,-0.5
"560","kiskun.hu","CENTAUREA ARENARIA",1.6,NA,NA,1.6,0,-1.6,2.375,0.5,-1.875,2.375,0.5,-1.875,0.275
"561","kiskun.hu","CREPIS FOETIDA",0.01,NA,NA,0.01,0,-0.01,0.602,0.9,0.298,0.602,0.9,0.298,-0.308
"562","kiskun.hu","DIANTHUS SEROTINUS",8,3.5,-4.5,8,3.5,-4.5,1.5,3.25,1.75,1.5,3.25,1.75,-6.25
"563","kiskun.hu","EUPHORBIA SEGUIERIANA",1.2,3,1.8,1.2,3,1.8,5,3.102,-1.898,5,3.102,-1.898,3.698
"564","kiskun.hu","FESTUCA VAGINATA",17.4,17.6,0.200000000000003,17.4,17.6,0.200000000000003,12,10.2,-1.8,12,10.2,-1.8,2
"565","kiskun.hu","FUMANA PROCUMBENS",6.83333333333333,3.25,-3.58333333333333,6.83333333333333,3.25,-3.58333333333333,7,4,-3,7,4,-3,-0.583333333333333
"566","kiskun.hu","HOLOSTEUM UMBELLATUM",0.702,0.04,-0.662,0.702,0.04,-0.662,0.01,0.01,0,0.01,0.01,0,-0.662
"567","kiskun.hu","MEDICAGO MINIMA",0.1,0.01,-0.09,0.1,0.01,-0.09,0.01,NA,NA,0.01,0,-0.01,-0.08
"568","kiskun.hu","MINUARTIA GLOMERATA",0.2,0.07,-0.13,0.2,0.07,-0.13,0.75,2,1.25,0.75,2,1.25,-1.38
"569","kiskun.hu","POLYGONUM ARENARIUM",0.124,0.028,-0.096,0.124,0.028,-0.096,1.402,1.2,-0.202,1.402,1.2,-0.202,0.106
"570","kiskun.hu","SECALE SYLVESTRE",0.0325,0.146,0.1135,0.0325,0.146,0.1135,0.436666666666667,1.175,0.738333333333333,0.436666666666667,1.175,0.738333333333333,-0.624833333333333
"571","kiskun.hu","SILENE OTITES",NA,1,NA,0,1,1,NA,1.15,NA,0,1.15,1.15,-0.15
"572","kiskun.hu","STIPA PENNATA",8.4,6.2,-2.2,8.4,6.2,-2.2,9.6,8.8,-0.799999999999999,9.6,8.8,-0.799999999999999,-1.4
"573","kiskun.hu","SYRENIA CANA",0.1,0.15,0.05,0.1,0.15,0.05,0.17,0.25,0.08,0.17,0.25,0.08,-0.03
"574","konzadrt.us","AMBROSIA PSILOSTACHYA",21.6,11.8,-9.8,21.6,11.8,-9.8,6.6,13,6.4,6.6,13,6.4,-16.2
"575","konzadrt.us","ANDROPOGON GERARDII",50,53.6,3.6,50,53.6,3.6,43.2,41,-2.2,43.2,41,-2.2,5.8
"576","konzadrt.us","ARTEMISIA LUDOVICIANA",2,1,-1,2,1,-1,1,1,0,1,1,0,-1
"577","konzadrt.us","BOUTELOUA CURTIPENDULA",2,3.5,1.5,2,3.5,1.5,18,21.5,3.5,18,21.5,3.5,-2
"578","konzadrt.us","SORGHASTRUM NUTANS",6,8.25,2.25,6,8.25,2.25,11.5,5.33333333333333,-6.16666666666667,11.5,5.33333333333333,-6.16666666666667,8.41666666666667
"579","konzadrt.us","SYMPHYOTRICHUM ERICOIDES",36.6,35,-1.6,36.6,35,-1.6,43,29.6,-13.4,43,29.6,-13.4,11.8
"580","konzadrt.us","SYMPHYOTRICHUM OBLONGIFOLIUM",2,NA,NA,2,0,-2,8,NA,NA,8,0,-8,6
"581","konzadrt.us","TRIDENS FLAVUS",NA,1,NA,0,1,1,NA,2,NA,0,2,2,-1
"582","kranz.de","FAGUS SYLVATICA",50,50,0,50,50,0,50,50,0,50,50,0,0
"583","kranz.de","PICEA ABIES",50,50,0,50,50,0,50,50,0,50,50,0,0
"584","lygraint.no","AGROSTIS CANINA",1,1,0,1,1,0,1,1,0,1,1,0,0
"585","lygraint.no","AGROSTIS CAPILLARIS",1,1,0,1,1,0,2,1,-1,2,1,-1,1
"586","lygraint.no","ANTHOXANTHUM ODORATUM",1,NA,NA,1,0,-1,1,1,0,1,1,0,-1
"587","lygraint.no","CALLUNA VULGARIS",84,78.3333333333333,-5.66666666666667,84,78.3333333333333,-5.66666666666667,81.6666666666667,68.3333333333333,-13.3333333333333,81.6666666666667,68.3333333333333,-13.3333333333333,7.66666666666667
"588","lygraint.no","CAREX ECHINATA",NA,1,NA,0,1,1,1,1,0,1,1,0,1
"589","lygraint.no","CAREX NIGRA",2,NA,NA,2,0,-2,1,1,0,1,1,0,-2
"590","lygraint.no","CAREX PANICEA",NA,3,NA,0,3,3,NA,2,NA,0,2,2,1
"591","lygraint.no","CAREX PILULIFERA",2,1.66666666666667,-0.333333333333333,2,1.66666666666667,-0.333333333333333,1,NA,NA,1,0,-1,0.666666666666667
"592","lygraint.no","CORNUS SUECICA",NA,1,NA,0,1,1,NA,1,NA,0,1,1,0
"593","lygraint.no","DACTYLORHIZA MACULATA",1,NA,NA,1,0,-1,2,1,-1,2,1,-1,0
"594","lygraint.no","DESCHAMPSIA FLEXUOSA",NA,1,NA,0,1,1,4,3.5,-0.5,4,3.5,-0.5,1.5
"595","lygraint.no","EMPETRUM NIGRUM",6,2,-4,6,2,-4,1.5,3,1.5,1.5,3,1.5,-5.5
"596","lygraint.no","ERICA TETRALIX",5.5,5.5,0,5.5,5.5,0,8,6,-2,8,6,-2,2
"597","lygraint.no","FESTUCA VIVIPARA",3,2,-1,3,2,-1,1,1,0,1,1,0,-1
"598","lygraint.no","GALIUM SAXATILE",3,1,-2,3,1,-2,1,1,0,1,1,0,-2
"599","lygraint.no","HYLOCOMIUM SPLENDENS",7.66666666666667,27.3333333333333,19.6666666666667,7.66666666666667,27.3333333333333,19.6666666666667,27.3333333333333,40.5,13.1666666666667,27.3333333333333,40.5,13.1666666666667,6.5
"600","lygraint.no","HYPNUM JUTLANDICUM",45.3333333333333,37,-8.33333333333334,45.3333333333333,37,-8.33333333333334,55,51.6666666666667,-3.33333333333334,55,51.6666666666667,-3.33333333333334,-5
"601","lygraint.no","LOTUS CORNICULATUS",2,NA,NA,2,0,-2,1,NA,NA,1,0,-1,-1
"602","lygraint.no","LUZULA PILOSA",1,NA,NA,1,0,-1,2,1,-1,2,1,-1,0
"603","lygraint.no","LYSIMACHIA EUROPAEA",2,1,-1,2,1,-1,3,2.5,-0.5,3,2.5,-0.5,-0.5
"604","lygraint.no","MOLINIA CAERULEA",1,6,5,1,6,5,1,1,0,1,1,0,5
"605","lygraint.no","PEDICULARIS SYLVATICA",NA,1,NA,0,1,1,1,NA,NA,1,0,-1,2
"606","lygraint.no","PLEUROZIUM SCHREBERI",24.6666666666667,8,-16.6666666666667,24.6666666666667,8,-16.6666666666667,10.6666666666667,7.66666666666667,-3,10.6666666666667,7.66666666666667,-3,-13.6666666666667
"607","lygraint.no","POLYTRICHUM COMMUNE",10.3333333333333,2.66666666666667,-7.66666666666667,10.3333333333333,2.66666666666667,-7.66666666666667,6.33333333333333,1.33333333333333,-5,6.33333333333333,1.33333333333333,-5,-2.66666666666667
"608","lygraint.no","POTENTILLA ERECTA",2.66666666666667,2.33333333333333,-0.333333333333333,2.66666666666667,2.33333333333333,-0.333333333333333,3,3,0,3,3,0,-0.333333333333333
"609","lygraint.no","RHYTIDIADELPHUS LOREUS",1,1,0,1,1,0,2,5.66666666666667,3.66666666666667,2,5.66666666666667,3.66666666666667,-3.66666666666667
"610","lygraint.no","RHYTIDIADELPHUS SQUARROSUS",1.5,2,0.5,1.5,2,0.5,4,1.33333333333333,-2.66666666666667,4,1.33333333333333,-2.66666666666667,3.16666666666667
"611","lygraint.no","TRICHOPHORUM CESPITOSUM",6.5,11,4.5,6.5,11,4.5,4.66666666666667,7.66666666666667,3,4.66666666666667,7.66666666666667,3,1.5
"612","lygraint.no","VACCINIUM MYRTILLUS",5,2,-3,5,2,-3,2,2,0,2,2,0,-3
"613","lygraint.no","VACCINIUM ULIGINOSUM",2,1,-1,2,1,-1,1,1,0,1,1,0,-1
"614","lygraint.no","VACCINIUM VITIS-IDAEA",13,7,-6,13,7,-6,12.6666666666667,9.33333333333333,-3.33333333333333,12.6666666666667,9.33333333333333,-3.33333333333333,-2.66666666666667
"615","lygraold.no","AGROSTIS CANINA",NA,2,NA,0,2,2,NA,1,NA,0,1,1,1
"616","lygraold.no","AVENELLA FLEXUOSA",3,25,22,3,25,22,1.33333333333333,3,1.66666666666667,1.33333333333333,3,1.66666666666667,20.3333333333333
"617","lygraold.no","CALLUNA VULGARIS",66.6666666666667,83.3333333333333,16.6666666666667,66.6666666666667,83.3333333333333,16.6666666666667,70,70,0,70,70,0,16.6666666666667
"618","lygraold.no","CAREX ECHINATA",NA,1,NA,0,1,1,1.5,4,2.5,1.5,4,2.5,-1.5
"619","lygraold.no","CAREX NIGRA",6.66666666666667,7.33333333333333,0.666666666666667,6.66666666666667,7.33333333333333,0.666666666666667,6.33333333333333,4,-2.33333333333333,6.33333333333333,4,-2.33333333333333,3
"620","lygraold.no","EMPETRUM NIGRUM",6.5,4.5,-2,6.5,4.5,-2,4.5,3,-1.5,4.5,3,-1.5,-0.5
"621","lygraold.no","ERICA TETRALIX",10.5,10,-0.5,10.5,10,-0.5,7,6,-1,7,6,-1,0.5
"622","lygraold.no","ERIOPHORUM ANGUSTIFOLIUM",1,1,0,1,1,0,NA,1,NA,0,1,1,-1
"623","lygraold.no","ERIOPHORUM VAGINATUM",NA,12,NA,0,12,12,2.33333333333333,4,1.66666666666667,2.33333333333333,4,1.66666666666667,10.3333333333333
"624","lygraold.no","HYLOCOMIUM SPLENDENS",17.3333333333333,40,22.6666666666667,17.3333333333333,40,22.6666666666667,23.3333333333333,23.6666666666667,0.333333333333336,23.3333333333333,23.6666666666667,0.333333333333336,22.3333333333333
"625","lygraold.no","HYPNUM JUTLANDICUM",53.3333333333333,45,-8.33333333333334,53.3333333333333,45,-8.33333333333334,55,53.3333333333333,-1.66666666666666,55,53.3333333333333,-1.66666666666666,-6.66666666666667
"626","lygraold.no","JUNCUS SQUARROSUS",1,NA,NA,1,0,-1,2,1,-1,2,1,-1,0
"627","lygraold.no","JUNIPERUS COMMUNIS",2,NA,NA,2,0,-2,1,1,0,1,1,0,-2
"628","lygraold.no","LUZULA MULTIFLORA",1,NA,NA,1,0,-1,1,NA,NA,1,0,-1,0
"629","lygraold.no","MOLINIA CAERULEA",8,1.5,-6.5,8,1.5,-6.5,6,6,0,6,6,0,-6.5
"630","lygraold.no","NARTHECIUM OSSIFRAGUM",NA,3,NA,0,3,3,NA,1,NA,0,1,1,2
"631","lygraold.no","PLEUROZIUM SCHREBERI",14,2.33333333333333,-11.6666666666667,14,2.33333333333333,-11.6666666666667,12.3333333333333,15,2.66666666666667,12.3333333333333,15,2.66666666666667,-14.3333333333333
"632","lygraold.no","POLYTRICHUM COMMUNE",1,5,4,1,5,4,4,3,-1,4,3,-1,5
"633","lygraold.no","POTENTILLA ERECTA",3,3,0,3,3,0,5,2.33333333333333,-2.66666666666667,5,2.33333333333333,-2.66666666666667,2.66666666666667
"634","lygraold.no","RHYTIDIADELPHUS LOREUS",4,3,-1,4,3,-1,2,2,0,2,2,0,-1
"635","lygraold.no","RHYTIDIADELPHUS SQUARROSUS",1,1,0,1,1,0,2,1.66666666666667,-0.333333333333333,2,1.66666666666667,-0.333333333333333,0.333333333333333
"636","lygraold.no","SORBUS AUCUPARIA",NA,2,NA,0,2,2,1,1,0,1,1,0,2
"637","lygraold.no","TRICHOPHORUM CESPITOSUM",12.5,12.5,0,12.5,12.5,0,4,7,3,4,7,3,-3
"638","lygraold.no","TRIENTALIS EUROPEA",1,1,0,1,1,0,1,1,0,1,1,0,0
"639","lygraold.no","VACCINIUM MYRTILLUS",3,15,12,3,15,12,2,8,6,2,8,6,6
"640","lygraold.no","VACCINIUM ULIGINOSUM",1,3.5,2.5,1,3.5,2.5,1,1,0,1,1,0,2.5
"641","lygraold.no","VACCINIUM VITIS-IDAEA",4.33333333333333,10.3333333333333,6,4.33333333333333,10.3333333333333,6,4.66666666666667,9,4.33333333333333,4.66666666666667,9,4.33333333333333,1.66666666666667
"642","marcdrt.ar","ACMELLA DECUMBENS",3,1,-2,3,1,-2,2.33333333333333,NA,NA,2.33333333333333,0,-2.33333333333333,0.333333333333333
"643","marcdrt.ar","AGROSTIS MONTEVIDENSIS",8,5.5,-2.5,8,5.5,-2.5,20,25,5,20,25,5,-7.5
"644","marcdrt.ar","AMBROSIA TENUIFOLIA",1.33333333333333,1,-0.333333333333333,1.33333333333333,1,-0.333333333333333,18.25,6.25,-12,18.25,6.25,-12,11.6666666666667
"645","marcdrt.ar","BROMUS CATHARTICUS",9.75,15,5.25,9.75,15,5.25,10.3333333333333,1.66666666666667,-8.66666666666667,10.3333333333333,1.66666666666667,-8.66666666666667,13.9166666666667
"646","marcdrt.ar","CAREX PHALAROIDES",1,1,0,1,1,0,3,NA,NA,3,0,-3,3
"647","marcdrt.ar","CAREX SORORIA",1,1,0,1,1,0,1,1.66666666666667,0.666666666666667,1,1.66666666666667,0.666666666666667,-0.666666666666667
"648","marcdrt.ar","ERYNGIUM EBRACTEATUM",1.5,NA,NA,1.5,0,-1.5,2,NA,NA,2,0,-2,0.5
"649","marcdrt.ar","FESTUCA ARUNDINACEA",60,71.25,11.25,60,71.25,11.25,46.6666666666667,29,-17.6666666666667,46.6666666666667,29,-17.6666666666667,28.9166666666667
"650","marcdrt.ar","HORDEUM PUSILLUM",1.5,1,-0.5,1.5,1,-0.5,2.33333333333333,1.66666666666667,-0.666666666666667,2.33333333333333,1.66666666666667,-0.666666666666667,0.166666666666667
"651","marcdrt.ar","HYDROCOTYLE BONARIENSIS",1.5,2.33333333333333,0.833333333333333,1.5,2.33333333333333,0.833333333333333,1,1.66666666666667,0.666666666666667,1,1.66666666666667,0.666666666666667,0.166666666666667
"652","marcdrt.ar","JUNCUS IMBRICATUS",1,2,1,1,2,1,1.33333333333333,1.25,-0.0833333333333333,1.33333333333333,1.25,-0.0833333333333333,1.08333333333333
"653","marcdrt.ar","JUNCUS MICROCEPHALUS",1.5,NA,NA,1.5,0,-1.5,NA,2,NA,0,2,2,-3.5
"654","marcdrt.ar","LATHYRUS CRASSIPES",7,1,-6,7,1,-6,2,6.66666666666667,4.66666666666667,2,6.66666666666667,4.66666666666667,-10.6666666666667
"655","marcdrt.ar","MELILOTUS OFFICINALIS",NA,1,NA,0,1,1,8,1,-7,8,1,-7,8
"656","marcdrt.ar","PHYLA NODIFLORA",NA,5,NA,0,5,5,2,NA,NA,2,0,-2,7
"657","marcdrt.ar","PLANTAGO MYOSUROS",1,NA,NA,1,0,-1,NA,1.5,NA,0,1.5,1.5,-2.5
"658","marcdrt.ar","POA LANIGERA",10,2.75,-7.25,10,2.75,-7.25,5.25,4.66666666666667,-0.583333333333333,5.25,4.66666666666667,-0.583333333333333,-6.66666666666667
"659","marcdrt.ar","SENECIO SELLOI",NA,1,NA,0,1,1,NA,1,NA,0,1,1,0
"660","marcdrt.ar","SISYRINCHIUM PLATENSE",1,NA,NA,1,0,-1,1.5,4,2.5,1.5,4,2.5,-3.5
"661","marcdrt.ar","SPARTINA DENSIFLORA",15,23,8,15,23,8,18.75,18,-0.75,18.75,18,-0.75,8.75
"662","marcdrt.ar","STENOTAPHRUM SECUNDATUM",1.5,2,0.5,1.5,2,0.5,3,2,-1,3,2,-1,1.5
"663","matador.ca","ACHILLEA MILLEFOLIUM",0.5,1,0.5,0.5,1,0.5,0.75,0.5,-0.25,0.75,0.5,-0.25,0.75
"664","matador.ca","ARTEMISIA FRIGIDA",2,1.33333333333333,-0.666666666666667,2,1.33333333333333,-0.666666666666667,2.33333333333333,2.16666666666667,-0.166666666666667,2.33333333333333,2.16666666666667,-0.166666666666667,-0.5
"665","matador.ca","CERASTIUM ARVENSE",3.5,0.75,-2.75,3.5,0.75,-2.75,2.25,0.5,-1.75,2.25,0.5,-1.75,-1
"666","matador.ca","COMANDRA UMBELLATA",5.25,3.5,-1.75,5.25,3.5,-1.75,1.5,2.5,1,1.5,2.5,1,-2.75
"667","matador.ca","GALIUM BOREALE",16.5,NA,NA,16.5,0,-16.5,5,1,-4,5,1,-4,-12.5
"668","matador.ca","KOELERIA MACRANTHA",1.83333333333333,2.5,0.666666666666667,1.83333333333333,2.5,0.666666666666667,1.25,2,0.75,1.25,2,0.75,-0.0833333333333335
"669","matador.ca","KRASCHENINNIKOVIA LANATA",5.33333333333333,21,15.6666666666667,5.33333333333333,21,15.6666666666667,1.5,8,6.5,1.5,8,6.5,9.16666666666667
"670","matador.ca","LINUM RIGIDUM",1,1,0,1,1,0,0.5,0.5,0,0.5,0.5,0,0
"671","matador.ca","NASSELLA VIRIDULA",22.6666666666667,18.6666666666667,-4,22.6666666666667,18.6666666666667,-4,10.6666666666667,7.33333333333333,-3.33333333333333,10.6666666666667,7.33333333333333,-3.33333333333333,-0.666666666666667
"672","matador.ca","PASCOPYRUM SMITHII",3.66666666666667,5.33333333333333,1.66666666666667,3.66666666666667,5.33333333333333,1.66666666666667,3.33333333333333,6.66666666666667,3.33333333333333,3.33333333333333,6.66666666666667,3.33333333333333,-1.66666666666667
"673","matador.ca","RATIBIDA COLUMNIFERA",NA,0.5,NA,0,0.5,0.5,0.75,1,0.25,0.75,1,0.25,0.25
