Taxon,Taxonomic.status,Taxon.update,Taxon.notes,LA,leafC,leafN.mg.g,height,rootC,rootN.mg.g,seed.dry.mass,SLA,leaf.thickness,root.depth,RTD,fineRTD,LDMC,SRL,fineSRL,rootDiam,Fine.root.C.N.ratio,Root.Shoot.Ratio,Notes,Notes.2,,,
HEUCHERA RICHARDSONII,Accepted,HEUCHERA RICHARDSONII,,,,,0.28,,,0.05825,9.880022444,,,0.35,,0.317279498,91.23542858,,0.2062,,,"RTD, SLR, Diam from groot",,,,
HIBISCUS AETHIOPICUS,Unresolved,,NA,,,,,,,,,,,,,,,,,,,,,,,
HIERACIUM PILIFERUM,Accepted,HIERACIUM PILIFERUM,,,,,0.035,,,,,,,,,,,,,,,,,,,
HIERACIUM PILOSELLA,Synonym,PILOSELLA OFFICINARUM,Synonym,,,,,388.85,7.224859855,,,,,0.212738048,,,100.7034183,,0.365217075,,,"RootC and N, RTD, SLR, Diam from groot",,,,
HILARIA JAMESII,Accepted,HILARIA JAMESII,,,,21.68723958,0.6096,,7.6,2.982539024,13.95707872,,0.3048,202.0768184,1.12E-06,,,0.014092283,0.056,,,"SLA, RTD, fineRTD,SLA, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",RootN from groot,,,
HIPPOCREPIS COMOSA,Accepted,HIPPOCREPIS COMOSA,,276.6714286,,,0.231666667,,,3.554352381,15.26545455,,,,,0.23559875,,,,,,,,,,
HOFFMANNSEGGIA DREPANOCARPA,Accepted,HOFFMANNSEGGIA DREPANOCARPA,,,,,,,,,16.00833991,,,238.379895,6.36E-07,,,0.001254713,0.286,,,"SLA, RTD, fineRTD,SLA, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,,,
HOFFMANNSEGGIA TRIFOLIATA,Accepted,HOFFMANNSEGGIA TRIFOLIATA,,,,,,,,,,,,,,,,,,,,,,,,
HOLCUS LANATUS,Accepted,HOLCUS LANATUS,,510.98174,419.9340741,24.56210683,0.554013615,413.5083333,9.716666667,0.373637147,33.50183772,0.1525,0.1016,0.210999112,,0.211867351,311.996707,,0.116666667,,,"RTD, SRL from groot",,,,
HOLOSTEUM UMBELLATUM,Accepted,HOLOSTEUM UMBELLATUM,,37.02,,,0.161666667,,,0.08,35.26333333,,,,,0.154346667,,,,,,,,,,
HORDEUM MURINUM,Accepted,HORDEUM MURINUM,,352.4201333,,,0.405416667,,,5.629168831,28.1259188,,0.1,,,0.202447143,204.9930273,,0.217582152,,,"Depth, SRL, diam from groot",,,,
HORDEUM PUSILLUM,Accepted,HORDEUM PUSILLUM,,,,,0.36576,,,7.225039453,32.4,,0.2032,0.278984039,,,157.1579379,,0.1830875,,,"RTD, SRL, diam from groot",,,,
HYALOSPERMA DEMISSUM,Accepted,HYALOSPERMA DEMISSUM,,,,,,,,,,,,,,,,,,,,,,,,
HYDROCOTYLE BONARIENSIS,Accepted,HYDROCOTYLE BONARIENSIS,,,,,,,,1.3,27.35005333,,,,,,,,,,,,,,,
HYDROCOTYLE FOVEOLATA,Unresolved,,NA,,,,,,,0.08,,,,,,,,,,,,,,,,
HYDROCOTYLE SETULOSA,Accepted,HYDROCOTYLE SETULOSA,,,,,,,,,,,,,,,,,,,,,,,,
HYLOCOMIUM SPLENDENS,Accepted,HYLOCOMIUM SPLENDENS,,,,8,0.05,,,,,,0.05,,,,,,,,,,,,,
HYPARRHENIA DREGEANA,Accepted,HYPARRHENIA DREGEANA,,,,,,,,,,,,,,,,,,,,,,,,
HYPERICUM DRUMMONDII,Accepted,HYPERICUM DRUMMONDII,,,,,,,,,,,,,,,,,,,,,,,,
HYPERICUM PERFORATUM,Accepted,HYPERICUM PERFORATUM,,147.3333333,,,0.544316667,401.7,4.659107143,0.161588095,26.51128282,0.132375,,,,0.280170635,465.2968152,,0.17892,,0.453,"RootC and N, SRL, Diam from groot",,,,
HYPNUM JUTLANDICUM,Accepted,HYPNUM JUTLANDICUM,,,,,,,,,,,,,,,,,,,,,,,,
HYPOCHAERIS GLABRA,Accepted,HYPOCHAERIS GLABRA,,1154.642857,,,0.301666667,,,0.686995,40.145,,,,,0.09884125,,,,,,,,,,
HYPOCHAERIS INCANA,Unresolved,,NA,,,,,,,,,,,,,,,,,,,,,,,
HYPOCHAERIS RADICATA,Unresolved,kinsella.ca,synonym: Hypochoeris radicata,1797.333194,,17.75,0.3505,414.0822334,5.956457605,0.765818694,28.74506187,0.35455,0.5475,0.14089564,,0.116,151.7703194,,0.261638779,,,"RootC and N, depth, RTD, SLR, diam from groot",,,,
HYPOLAENA FASTIGIATA,Accepted,HYPOLAENA FASTIGIATA,,,,5.5,,,,5.46,,,,,,,,,,,,,,,,
HYPOXIS FILIFORMIS,Accepted,HYPOXIS FILIFORMIS,,,,,,,,0.34,,,,,,,,,,,,,,,,
IMPATIENS NOLI-TANGERE,Accepted,IMPATIENS NOLI-TANGERE,,1649,,,0.658333333,,,5.57498718,45.38148148,,,,,0.145,25.74550227,,0.553757778,,,"SRL, Diam from groot",,,,
INDIGOFERA HILARIS,Accepted,INDIGOFERA HILARIS,,,,,,,,1.56,,,,,,,,,,,,,,,,
IONACTIS LINARIIFOLIA,Accepted,IONACTIS LINARIIFOLIA,,,,,,,,,,,,,,,,,,,,,,,,
ISOETOPSIS GRAMINIFOLIA,Accepted,ISOETOPSIS GRAMINIFOLIA,,29.4503,,,0.045,,,0.9,14.44850259,,,,,,,,,,,,,,,
ISOLEPIS MARGINATA,Accepted,ISOLEPIS MARGINATA,,,,,,,,,,,,,,,,,,,,,,,,
IVA ANGUSTIFOLIA,Accepted,IVA ANGUSTIFOLIA,,,,,,,,,,,,,,,,,,,,,,,,
JACOBAEA VULGARIS,Accepted,JACOBAEA VULGARIS,,7365,,18.1084,1,414,5.92241,0.281000104,26.66024961,0.300166667,,,,0.128461111,,,,,,RootC from groot,,,,
JAEGERIA HIRTA,Accepted,JAEGERIA HIRTA,,,,,,,,,,,,,,,,,,,,,,,,
JUNCUS BUFONIUS,Accepted,JUNCUS BUFONIUS,,80.5,,30.38,0.3274,,,0.01913475,16.59282222,,0.1524,0.44,,0.1365,292.3895145,,0.090766667,,,"RTD, SRL, Diam from groot",,,,
JUNCUS EFFUSUS,Accepted,JUNCUS EFFUSUS,,1989.785627,448.9884892,12.64837681,1.1116225,442.0371023,9.325765248,0.018735185,8.991914828,3,0.6096,0.202890258,,0.270228,42.24025782,1714.746667,0.56575,,,"RootC and N, RTD, SRL, Diam from groot",,,,
JUNCUS IMBRICATUS,Accepted,JUNCUS IMBRICATUS,,,,,,,,,,,,,,,,,,,,,,,,
JUNCUS MARGINATUS,Accepted,JUNCUS MARGINATUS,,,,,0.8382,,,0.00375,,,0.2794,,,,,,,,,,,,,
JUNCUS MICROCEPHALUS,Accepted,JUNCUS MICROCEPHALUS,,,,,,,,,,,,,,,,,,,,,,,,
JUNCUS SQUARROSUS,Accepted,JUNCUS SQUARROSUS,,,,67.58333333,467.3775,12.367,0.224166667,0.07830625,5.87,,,,,0.396576667,,,,,,,,,,
JUNELLIA ODONELLII,Accepted,JUNELLIA ODONELLII,,,,,,,,,,,,,,,,,,,,,,,,
JUNIPERUS COMMUNIS,Accepted,JUNIPERUS COMMUNIS,,,526.7493127,11.83275055,4.953888889,492.9913474,6.475833557,21.05025929,10.53507223,0.483744444,0.3556,0.6,,0.48005204,5.55,,,57.20893884,,"RootC and N, RTD, SRL from groot",,,,
JUNIPERUS PHOENICEA,Accepted,JUNIPERUS PHOENICEA,,,518.9,8.407,,,,370.37,5.437737901,,2.5,0.625121324,,,8.033595128,,0.5192,,,"depth, RTD, SRL, diam from groot",,,,
KNAUTIA ARVENSIS,Accepted,KNAUTIA ARVENSIS,,2871.333333,457.0063889,24.60384722,0.559111111,443.3378317,10.58839097,3.964347531,18.38055602,,0.155,0.2315,,0.183666667,150.6768113,,0.417,,,"RootC and N, depth, RTD, SRL, diam from groot",,,,
KOELERIA MACRANTHA,Accepted,KOELERIA MACRANTHA,,454,,18.65678663,0.27044897,431.6788101,8.54170382,0.342253971,13.57425332,0.258,0.508,0.43423927,,0.356827816,150.8218503,,0.231432767,,,"RootC and N, RTD, SRL, diam from groot",,,,
KOELERIA MICRATHERA,Accepted,KOELERIA MICRATHERA,,,,,,,,,,,,,,,,,,,,,,,,
KOHAUTIA AMATYMBICA,Accepted,KOHAUTIA AMATYMBICA,,,,,,,,0.08,,,,,,,,,,,,,,,,
KRAMERIA LANCEOLATA,Accepted,KRAMERIA LANCEOLATA,,,,,,,,,,,0.6,,,,,,,,,depth from groot,,,,
KRASCHENINNIKOVIA LANATA,Synonym,KRASCHENINNIKOVIA CERATOIDES,Synonym,,,24.4,0.4572,,,3.51127322,11.20220464,,0.3048,,,,,1.63E-05,0.7078,,,"SLA, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,,,
KYLLINGA ODORATA,Accepted,KYLLINGA ODORATA,,,,,,,,,,,,,,,,,,,,,,,,
LACTUCA SERRIOLA,Accepted,LACTUCA SERRIOLA,,5993,,,0.9375,,,0.475959259,15.61873652,,0.825,,,0.186968332,,,,,,depth from groot,,,,
LACTUCA TATARICA,Accepted,LACTUCA TATARICA,,1329.333333,,22.6,0.625,,,0.91,18.07666667,,,0.213227444,,0.160723333,77.19169246,,,,,"RTD, SRL from groot",,,,
LAGENOCARPUS GUIANENSIS,Accepted,LAGENOCARPUS GUIANENSIS,,,,,,,,,,,,,,,,,,,,,,,,
Lagenophora stipitata,Accepted,Lagenophora stipitata,,,,,,,,,,,,,,,,,,,,,,,,
LARREA DIVARICATA,Accepted,LARREA DIVARICATA,,,,22.9,,,,2.4,5.881206897,0.254484167,,,,,,,,,,,,,,
LARREA TRIDENTATA,Accepted,LARREA TRIDENTATA,,,,20.22556818,,,,6.9196,10.4929565,,2.4,120.5201752,6.08E-07,,45.247608,0.000328996,0.583333333,,,"SLA, RTD, fineRTD,SLA, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).","depth, SRL from groot",,,
LATHYRUS CRASSIPES,Accepted,LATHYRUS CRASSIPES,,,,,,,,,,,,,,,,,,,,,,,,
LATHYRUS NERVOSUS,Accepted,LATHYRUS NERVOSUS,,,,,,,,,,,,,,,,,,,,,,,,
LATHYRUS OCHROLEUCUS,Accepted,LATHYRUS OCHROLEUCUS,,,,32.9,,,,16.644,,,,,,,,,,,,,,,,
LATHYRUS PRATENSIS,Accepted,LATHYRUS PRATENSIS,,158.3333333,498.0770836,39.68831026,0.475733333,415.3809666,25.11541,12.83755633,24.99129113,0.204,,0.141833333,,0.273666667,63.29727228,,0.4965,,,"RootC, RTD, SRL, diam from groot",,,,
LATHYRUS SPHAERICUS,Accepted,LATHYRUS SPHAERICUS,,,,,,,,16.661,,,,,,,,,,,,,,,,
LATHYRUS VENOSUS,Accepted,LATHYRUS VENOSUS,,1858.460121,462.118,30.13845455,0.333666667,,,35.13,18.46365493,,,0.194444444,,,46.82957143,,0.3725,,0.064433732,"RTD, SRL, Diam from groot",,,,
LECHEA MUCRONATA,Accepted,LECHEA MUCRONATA,,,,,,,,0.1,,,,,,,,,,,,,,,,
LECHEA SAN-SABEANA,Accepted,LECHEA SAN-SABEANA,,,,,,,,0.16,,,,,,,,,,,,,,,,
LEDEBOURIA APERTIFLORA,Accepted,LEDEBOURIA APERTIFLORA,,,,,,,,,,,,,,,,,,,,,,,,
LEERSIA HEXANDRA,Accepted,LEERSIA HEXANDRA,,,,,,,,,,,,,,,,,,,,,,,,
LEONTODON HISPIDUS,Accepted,LEONTODON HISPIDUS,,1590.076429,430.9851277,23.92644618,0.371,420.5131679,11.53789754,1.005874872,27.0408515,0.1995,,0.134462153,,0.150660896,204.9072943,,0.273284146,,,"RootC and N, RTD, SRL, diam from groot",,,,
LEPIDIUM DENSIFLORUM,Accepted,LEPIDIUM DENSIFLORUM,,156,,17.62938592,0.3625,417.0936584,14.21282053,0.545666667,60.085,,,0.43647638,,0.13515,198.3379044,,0.137691667,,,"RootC and N, RTD, SRL, diam from groot",,,,
LEPIDIUM SUBULATUM,Accepted,LEPIDIUM SUBULATUM,,,,,,,,,,,,,,,,,,,,,,,,
LEPIDOSPERMA CARPHOIDES,Accepted,LEPIDOSPERMA CARPHOIDES,,,,5.7,,,,,,,,,,,,,,,,,,,,
LEPIDOSPERMA CONGESTUM,Accepted,LEPIDOSPERMA CONGESTUM,,,,,,,,,,,,,,,,,,,,,,,,
LEPTOCHLOA DUBIA,Accepted,LEPTOCHLOA DUBIA,,,,,,,,,,,,,,,,,,,,,,,,
LESPEDEZA CAPITATA,Accepted,LESPEDEZA CAPITATA,,461.6101627,471.2545,19.09948702,0.693334603,,31.172408,2.482396512,12.45020289,,0.4572,0.228401178,,0.358850493,79.00332954,,0.333275,,0.160119557,"RootN, RTD, SRL, Diam from groot",,,,
LESPEDEZA HIRTA,Accepted,LESPEDEZA HIRTA,,,,,1.8288,,,3.015330573,,,0.2286,,,,,,,,,,,,,
LESPEDEZA JUNCEA var. SERICEA,Accepted,LESPEDEZA JUNCEA var. SERICEA,,,,,,,,,,,,,,,,,,,,,,,,
LESPEDEZA PROCUMBENS,Accepted,LESPEDEZA PROCUMBENS,,,,,,,,,,,,,,,,,,,,,,,,
LEUCANTHEMOPSIS ALPINA,Accepted,LEUCANTHEMOPSIS ALPINA,,,,,0.035,,,0.37,15.775,,,,,,,,,,,,,,,
LEUCANTHEMUM VULGARE,Accepted,LEUCANTHEMUM VULGARE,,437.3333333,437.6016277,30.26796208,0.53192,440.6744074,9.640667198,0.855828551,17.80983272,0.19,0.2032,0.178238532,,0.162361988,205.5962002,,0.23427,,,"RootC and N, RTD, SRL, Diam from groot",,,,
LEUCHERIA PURPUREA,Accepted,LEUCHERIA PURPUREA,,,,,,,,,,,,,,,,,,,,,,,,
LEUCOBRYUM GLAUCUM,Accepted,LEUCOBRYUM GLAUCUM,,,,,,,,,,,,,,,,,,,,,,,,
LEVENHOOKIA DUBIA,Unresolved,,synonym: Levenhookia creberrima,,,,,,,,,,,,,,,,,,,,,,,
LIATRIS ASPERA,Accepted,LIATRIS ASPERA,,276.6349233,445.1498,12.33641253,1.2,40.1,20.498833,1.925,17.00092904,,,0.135313282,,0.219711357,193.6403191,,0.335858333,,,"RootC and N, RTD, SRL, Diam from groot",,,,
LIATRIS COKERI,Accepted,LIATRIS COKERI,,,,,,,,,,,,,,,,,,,,,,,,
LIATRIS LIGULISTYLIS,Accepted,LIATRIS LIGULISTYLIS,,,,,,,,1.61,,,,,,,,,,,,,,,,
LIATRIS PUNCTATA,Accepted,LIATRIS PUNCTATA,,,,,0.6096,,,12.93962196,9.8333502,,0.3556,0.16753096,,,118.8077502,,0.3044,,,"RTD, SRL, Diam from groot",,,,
LIATRIS SQUARROSA,Accepted,LIATRIS SQUARROSA,,,,22.06384,0.4548,,,2.432125,16.33650548,,,,,0.430819116,,,,,,,,,,
LIGUSTICUM MUTELLINA,Accepted,LIGUSTICUM MUTELLINA,,2655.936667,,,0.28,,,,24.9616,,,,,0.15882,,,,,,,,,,
LINANTHUS JONESII,Accepted,LINANTHUS JONESII,,,,,,,,,,,,,,,,,,,,,,,,
LINUM BIENNE,Accepted,LINUM BIENNE,,,,,0.375,,,1.45525,,,,,,,,,,,,,,,,
LINUM CATHARTICUM,Accepted,LINUM CATHARTICUM,,24.138,,20.2751018,0.184833333,,,0.149398476,29.89038332,0.13575,,,,0.21,,,,,0.174,,,,,
LINUM MEDIUM,Accepted,LINUM MEDIUM,,,,,0.328,,,,22.57688088,,,,,0.891024226,,,,,,,,,,
LINUM PERENNE,Accepted,LINUM PERENNE,,28.33333333,,,0.466666667,,,1.93335,26.23333333,,,,,0.197,,,,,,,,,,
LINUM RIGIDUM,Accepted,LINUM RIGIDUM,,,,,,,,0.815,,,,,,,,,,,,,,,,
LINUM SUFFRUTICOSUM,Accepted,LINUM SUFFRUTICOSUM,,,,19.9,0.4,,,0.593007576,13.83721065,0.350666667,,,,,,,,,,,,,,
LINUM SULCATUM,Accepted,LINUM SULCATUM,,,,,,,,0.295,,,,,,,,,,,,,,,,
LIRIODENDRON TULIPIFERA,Accepted,LIRIODENDRON TULIPIFERA,,,,25.35214926,46.30266667,414.8402497,16.73700827,48.91049883,28.13,,0.8128,0.177367326,,,12.04094018,,0.772647695,,,"RootC and N, RTD, SRL, Diam from groot",,,,
LITHODORA FRUTICOSA,Accepted,LITHODORA FRUTICOSA,,,,,,,,,,,,,,,,,,,,,,,,
LITHOSPERMUM CANESCENS,Accepted,LITHOSPERMUM CANESCENS,,306.5789294,407.1918,18.9752,,,,2.817,14.43083537,,,,,,,,,,,,,,,
LITHOSPERMUM INCISUM,Accepted,LITHOSPERMUM INCISUM,,,,,,,,8.66,,,3.03,,,,,,,,,depth from groot,,,,
LOESELIASTRUM SCHOTTII,Accepted,LOESELIASTRUM SCHOTTII,,,,,,,,0.407,,,,,,,,,,,,,,,,
LOGFIA ARIZONICA,Accepted,LOGFIA ARIZONICA,,,,,,,,,,,,,,,,,,,,,,,,
LOLIUM PERENNE,Accepted,LOLIUM PERENNE,,442.22211,398.0666667,30.02715126,0.543259416,417.5,9.7,1.914065261,29.22569151,0.129166667,0.254,0.104845371,,0.202431764,220.8471095,,0.1,,,"RTD, SRL from groot",,,,
LOMANDRA JUNCEA,Accepted,LOMANDRA JUNCEA,,,,,,,,7.98,,,,,,,,,,,,,,,,
LOMANDRA NANA,Accepted,LOMANDRA NANA,,,,,,,,,,,,,,,,,,,,,,,,
LOMATIUM NUDICAULE,Accepted,LOMATIUM NUDICAULE,,,,,,,,16.08116667,,,,,,,,,,,,,,,,
LOMATIUM UTRICULATUM,Accepted,LOMATIUM UTRICULATUM,,,,,,,,4.71875,,,,,,,,,,,,,,,,
LOTUS CORNICULATUS,Accepted,LOTUS CORNICULATUS,,132,467.0591111,32.37274407,0.357339206,431.5434222,21.21401,1.2253612,21.71513633,0.194875,0.3556,0.12871093,,0.194615174,104.3277979,,0.351194598,,0.466,"RootC, RTD, SRL, Diam from groot",,,,
LOTUS GLABER,Accepted,LOTUS GLABER,,,,,0.75,,,,,,,,,,,,,,,,,,,
LUPINUS ARGENTEUS,Accepted,LUPINUS ARGENTEUS,,,,,0.4572,428.5371017,28.50082159,14.13721647,,,0.1524,,,,12.87317961,,,,,"RootC and N, SRL, from groot",,,,
LUPINUS CONCINNUS,Accepted,LUPINUS CONCINNUS,,,,,,,,,,,,,,,,,,,,,,,,
LUPINUS SPARSIFLORUS,Accepted,LUPINUS SPARSIFLORUS,,,,,,,,5.3,,,,,,,,,,,,,,,,
LUZULA CAMPESTRIS,Accepted,LUZULA CAMPESTRIS,,73,,,0.205,,,0.632828444,23.94844812,0.222,,0.333333333,,0.237988,551.1830025,,0.145733333,,0.167,"RTD, SRL, Diam from groot",,,,
LUZULA CHILENSIS,Accepted,LUZULA CHILENSIS,,,,,,,,,,0.23,,,,,,,,,,,,,,
LUZULA MULTIFLORA,Accepted,LUZULA MULTIFLORA,,346,488.6164454,25.54618746,0.2110425,443.0356942,5.237476541,0.95958,25.53913437,0.1539,,,,0.233037887,132.06,,,,,"RootC and N, SRL from groot",,,,
LUZULA PILOSA,Accepted,LUZULA PILOSA,,664,,16.9625,0.225,,,0.958433333,25.5,,,,,0.228,,,,,,,,,,
LUZULA SPICATA,Accepted,LUZULA SPICATA,,26.9212,452.8908592,22.59228887,0.24812,,,0.286666667,13.42568753,0.2775,0.254,,,0.279804537,152.8099999,,,,,SRL from groot,,,,
LYCIUM PALLIDUM,Accepted,LYCIUM PALLIDUM,,,,26.13809524,2.1336,,,139.3048551,,,0.3048,,,,,,,,,,,,,
LYCOPODIUM ALPINUM,Accepted,LYCOPODIUM ALPINUM,,,,,,,,,,,,,,,,,,,,,,,,
LYGODESMIA JUNCEA,Accepted,LYGODESMIA JUNCEA,,,,,,,,,,,3.709333333,,,,,,,,,depth from groot,,,,
LYSIMACHIA EUROPAEA,Accepted,LYSIMACHIA EUROPAEA,,,,,,,,,,,,,,,,,,,,,,,,
LYSIMACHIA NUMMULARIA,Accepted,LYSIMACHIA NUMMULARIA,,273.288,,17.1,0.5,,,0.240333333,30.86299914,,,,,0.223064286,,,,,,,,,,
LYTHRUM HYSSOPIFOLIA,Accepted,LYTHRUM HYSSOPIFOLIA,,12.61,,,0.305833333,,,0.325214706,24.09,,,,,0.218206667,,,,,,,,,,
MACHAERANTHERA PINNATIFIDA,Accepted,MACHAERANTHERA PINNATIFIDA,,,,,,,,,14.18259087,,,62.41895134,5.26E-07,,,0.000958714,0.248,,,"SLA, RTD, fineRTD,SLA, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,,,
MAIREANA CARNOSA,Accepted,MAIREANA CARNOSA,,,,,,,,2.8,,,,,,,,,,,,,,,,
MAIREANA PYRAMIDATA,Accepted,MAIREANA PYRAMIDATA,,3.3527,,,1.24,,,2.5775,3.695186729,,,,,,,,,,,,,,,
MAIREANA SEDIFOLIA,Accepted,MAIREANA SEDIFOLIA,,5.3484,,,1.3,,,,4.952222222,,,,,,,,,,,,,,,
MAIREANA TRICHOPTERA,Accepted,MAIREANA TRICHOPTERA,,,,,,,,,,,,,,,,,,,,,,,,
MALACOTHRIX GLABRATA,Accepted,MALACOTHRIX GLABRATA,,,,,,,,,0.2545,,,,,,,,,,,,,,,
MARSDENIA AUSTRALIS,Accepted,MARSDENIA AUSTRALIS,,467,,,,,,11.93666667,5.8,,,,,,,,,,,,,,,
MEDICAGO LUPULINA,Accepted,MEDICAGO LUPULINA,,487.87,474.8,35.8,0.423544589,421.8078578,26.12778969,1.526346725,28.72948161,0.135,0.3048,0.105696982,,0.21766561,180.1564169,,0.281707971,,0.394,"RootC and N, RTD, SRL, Diam from groot",,,,
MEDICAGO MINIMA,Accepted,MEDICAGO MINIMA,,20,,,0.1701,422.15,33.34666667,1.075447619,24.66638889,0.1427,,0.0815,,0.2505,211.5066667,,0.3834,,,"RootC and N, RTD, SRL, Diam from groot",,,,
MELICA SUBULATA,Accepted,MELICA SUBULATA,,,,,1.00584,,,2.298977415,,,0.3048,,,,,,,,,,,,,
MELICYTUS DENTATUS,Unresolved,kernnu.ca,synonym: Hymenantha dentata,108.5804,,,3,,,11.57,25.06241344,,,,,,,,,,,,,,,
MELILOTUS OFFICINALIS,Accepted,MELILOTUS OFFICINALIS,,,,,,366,3.75,,,,,0.12,,,100,,0.29,,,"RootC and N, RTD, SRL, Diam from groot",,,,
MENTZELIA ASPERA,Accepted,MENTZELIA ASPERA,,,,,,,,7.66,,,,,,,,,,,,,,,,
MENTZELIA MONTANA,Accepted,MENTZELIA MONTANA,,,,,,,,,,,,,,,,,,,,,,,,
MICROSERIS LANCEOLATA,Accepted,MICROSERIS LANCEOLATA,,,,,,,,2.23,,,,,,,,,,,,,,,,
MICROSERIS SCAPIGERA,Accepted,MICROSERIS SCAPIGERA,,,,,,,,,,,,,,,,,,,,,,,,
MICROSTACHYS CORNICULATA,Accepted,MICROSTACHYS CORNICULATA,,,,,,,,,,,,,,,,,,,,,,,,
MILLOTIA MUELLERI,Accepted,MILLOTIA MUELLERI,,,,,,,,,,,,,,,,,,,,,,,,
MILLOTIA TENUIFOLIA,Accepted,MILLOTIA TENUIFOLIA,,,,,,,,,,,,,,,,,,,,,,,,
MIMOSA NUTTALLII,Accepted,MIMOSA NUTTALLII,,,,,,,,,,,,,,,,,,,,,,,,
MINUARTIA GLOMERATA,Accepted,MINUARTIA GLOMERATA,,,,,,,,0.0663,,,,,,,,,,,,,,,,
MOLINIA CAERULEA,Accepted,MOLINIA CAERULEA,,1037.975,474.1266667,19.7245873,0.699125,463.9539345,8.366751778,0.704873333,17.87260174,,0.8,,,0.3747825,56.8752851,,0.269333333,,,"RootC and N ,depth,SRL, Diam from groot",,,,
MONARDA FISTULOSA,Accepted,MONARDA FISTULOSA,,,,11.29051118,1.082951111,,17.87547,0.355304139,26.21085308,,0.1016,0.165191358,,0.251001626,93.37285277,,0.28925,63.17694582,0.0945,"RootN, RTD, SRL, Diam from groot",,,,
MONARDA PUNCTATA,Accepted,MONARDA PUNCTATA,,,,13.2,0.4265,,,0.28175,18.95202815,,,,,0.221078256,,,,,,,,,,
MONOPTILON BELLIDIFORME,Accepted,MONOPTILON BELLIDIFORME,,,,,,,,,,,,,,,,,,,,,,,,
MONOPTILON BELLIOIDES,Accepted,MONOPTILON BELLIOIDES,,,,,,,,0.168,,,,,,,,,,,,,,,,
MORELLA CERIFERA,Accepted,MORELLA CERIFERA,,,,,5.823692308,466.0747147,12.65043574,6.886299804,16.30496347,,0.508,0.136588343,,,42.07931829,,0.313333333,,,"RootC and N, RTD, SRL, Diam from groot",,,,
MUHLENBERGIA ARENICOLA,Accepted,MUHLENBERGIA ARENICOLA,,,,,,,,,14.31621017,,,213.6779127,1.17E-06,,,0.013950164,0.034,,,"SLA, RTD, fineRTD,SLA, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,,,
MUHLENBERGIA RACEMOSA,Accepted,MUHLENBERGIA RACEMOSA,,557.2604167,433.8925,31.043,0.9144,,,0.281653328,35.43225114,,0.2032,,,,71.52399084,,,,,SRL from groot,,,,
MUHLENBERGIA RICHARDSONIS,Accepted,MUHLENBERGIA RICHARDSONIS,,,,,0.1524,,,0.301932367,,,0.1524,,,,,,,,,,,,,
MYOSOTIS STRICTA,Accepted,MYOSOTIS STRICTA,,36.88333333,,,0.136666667,,,0.2314575,21.00716667,,,,,0.180273333,,,,,0.067,,,,,
NAMA ARETIOIDES,Accepted,NAMA ARETIOIDES,,,,,,,,0.122,,,,,,,,,,,,,,,,
NARDOPHYLLUM BRYOIDES,Accepted,NARDOPHYLLUM BRYOIDES,,,,,,,4.333333333,,,,,,,,,,,,,RootN from groot,,,,
NARTHECIUM OSSIFRAGUM,Accepted,NARTHECIUM OSSIFRAGUM,,1087,,24.7,0.2325,,,0.089244848,24.15,,,,,0.159,,,,,,,,,,
NASSAUVIA ACULEATA,Unresolved,,NA,,,,,,,,,,,,,,,,,,,,,,,
NASSAUVIA DARWINII,Accepted,NASSAUVIA DARWINII,,,,,,,,,,0.12,,,,,,,,,,,,,,
NASSELLA LONGIGLUMIS,Accepted,NASSELLA LONGIGLUMIS,,,,35.04,,,,8.85,,,,,,,,,,,,,,,,
NASSELLA NEESIANA,Accepted,NASSELLA NEESIANA,,,,,,,,7.1,,,,,,,,,,,,,,,,
NASSELLA TENUIS,Accepted,NASSELLA TENUIS,,,,,,,,,,,,,,,,,,,,,,,,
NASSELLA TRICHOTOMA,Accepted,NASSELLA TRICHOTOMA,,,,,,,,0.32,,,,,,,,,,,,,,,,
